SEQUENCE ID;PFAM;GBA_AA;GBA_AB;GBA_AC;GBA_AD;GBA_AE;GBA_AF;GBA_AG;GBA_AH;GBA_AI
gba_locus_7040_iso_8_len_2243_ver_2;PF00389.23;7,26;5,67;6,99;5,25;5,58;5,69;5,80;6,08;5,52
gba_locus_70413_iso_1_len_360_ver_2;not hit found;0,00;4,35;3,16;1,75;0,00;0,00;0,00;0,00;0,00
gba_locus_70414_iso_1_len_369_ver_2;not hit found;1,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7041_iso_6_len_1126_ver_2;not hit found;1,08;2,25;1,40;0,71;3,41;2,02;2,31;2,30;0,48
gba_locus_70421_iso_1_len_278_ver_2;not hit found;4,19;1,90;3,71;3,60;7,27;0,00;0,00;1,45;0,00
gba_locus_7042_iso_1_len_357_ver_2;not hit found;1,16;1,53;1,92;0,00;1,78;3,09;2,94;2,55;2,35
gba_locus_7043_iso_1_len_3279_ver_2;PF01535.13;0,40;1,88;0,84;0,67;0,68;0,78;-0,01;1,00;2,22
gba_locus_70449_iso_1_len_309_ver_2;not hit found;0,00;0,00;0,00;1,76;0,00;0,00;0,00;0,00;0,00
gba_locus_7044_iso_3_len_692_ver_2;not hit found;7,16;7,82;7,23;7,19;6,60;4,71;3,91;5,28;7,38
gba_locus_70452_iso_1_len_285_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7045_iso_3_len_2697_ver_2;PF00501.21;3,97;2,52;2,14;1,78;2,32;5,18;5,41;3,50;2,44
gba_locus_7046_iso_6_len_701_ver_2;PF01535.13;-0,22;0,37;1,15;-0,08;0,67;0,51;1,66;1,23;1,50
gba_locus_70475_iso_1_len_679_ver_2;not hit found;0,00;2,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7047_iso_3_len_3596_ver_2;PF04091.5;3,67;3,44;4,06;3,27;3,91;2,78;3,31;4,41;2,83
gba_locus_70484_iso_1_len_365_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70487_iso_1_len_296_ver_2;not hit found;1,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7048_iso_7_len_2524_ver_2;PF08325.3;5,98;6,85;6,90;5,82;6,71;5,79;6,11;5,94;6,44
gba_locus_70493_iso_1_len_376_ver_2;not hit found;0,66;2,04;1,24;0,00;1,99;0,81;1,07;0,00;1,97
gba_locus_70497_iso_1_len_687_ver_2;not hit found;2,76;1,65;2,61;1,89;4,83;2,11;2,08;4,07;0,70
gba_locus_7049_iso_1_len_1371_ver_2;PF00097.18;1,89;2,20;2,84;0,00;-0,27;3,78;3,41;-0,68;0,22
gba_locus_704_iso_5_len_2889_ver_2;PF00759.12;7,31;5,90;7,40;6,73;6,48;5,94;6,56;6,91;5,77
gba_locus_70508_iso_1_len_1059_ver_2;PF03171.13;2,51;0,96;3,72;1,66;4,05;0,00;0,00;0,00;0,00
gba_locus_7050_iso_1_len_3187_ver_2;PF00270.22;4,28;4,82;4,41;4,05;4,75;4,53;4,38;4,55;4,96
gba_locus_7051_iso_2_len_1879_ver_2;PF00155.14;5,50;5,23;5,50;5,06;5,46;5,53;5,56;5,45;3,75
gba_locus_70520_iso_1_len_305_ver_2;not hit found;1,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,20
gba_locus_70523_iso_1_len_531_ver_2;PF00127.13;0,00;1,31;0,97;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7052_iso_2_len_4614_ver_2;PF05773.15;2,31;2,64;2,82;2,74;3,10;1,67;2,21;3,14;3,24
gba_locus_70530_iso_1_len_414_ver_2;not hit found;0,00;0,00;1,27;0,00;0,00;0,00;1,08;0,00;0,71
gba_locus_70533_iso_1_len_383_ver_2;not hit found;2,26;1,23;1,01;0,00;0,00;0,00;0,00;1,74;0,00
gba_locus_7053_iso_7_len_5545_ver_2;PF00076.15;4,04;4,82;4,39;3,81;4,36;4,46;4,23;4,65;6,15
gba_locus_70541_iso_1_len_480_ver_2;PF03514.7;1,82;0,00;2,41;0,00;2,20;0,00;0,00;0,00;0,00
gba_locus_70544_iso_1_len_335_ver_2;not hit found;7,01;7,54;7,87;6,43;10,83;6,24;5,77;8,19;6,57
gba_locus_7054_iso_4_len_1213_ver_2;not hit found;5,63;5,81;5,29;5,21;4,99;4,19;4,31;4,97;5,11
gba_locus_70550_iso_1_len_648_ver_2;not hit found;2,17;0,78;2,08;0,00;1,85;0,00;0,00;1,66;0,00
gba_locus_70557_iso_1_len_323_ver_2;not hit found;0,00;0,00;0,00;0,00;1,56;0,00;0,00;0,00;0,00
gba_locus_70558_iso_1_len_704_ver_2;not hit found;0,00;0,00;0,00;0,00;1,88;0,00;0,00;0,00;3,17
gba_locus_7055_iso_3_len_1619_ver_2;PF03357.14;7,06;7,14;7,13;6,67;6,49;6,55;6,45;6,43;6,47
gba_locus_70561_iso_1_len_451_ver_2;not hit found;1,00;1,08;1,69;0,00;0,00;0,00;0,00;1,00;0,00
gba_locus_70565_iso_1_len_280_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70567_iso_2_len_336_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70568_iso_1_len_407_ver_2;not hit found;0,00;1,33;0,00;0,00;2,12;0,00;0,00;0,00;1,42
gba_locus_7056_iso_1_len_1495_ver_2;PF08381.4;2,61;2,59;2,81;0,29;1,96;5,11;5,13;-0,07;2,27
gba_locus_70574_iso_1_len_302_ver_2;PF03143.10;0,00;4,27;1,27;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7057_iso_1_len_4773_ver_2;PF08801.4;3,12;4,11;3,62;3,39;3,55;3,49;3,28;4,38;4,99
gba_locus_70581_iso_2_len_289_ver_2;PF01198.12;0,00;3,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70584_iso_1_len_786_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,73
gba_locus_7058_iso_1_len_1745_ver_2;PF04739.8;4,51;4,21;4,37;3,28;4,56;5,25;5,46;4,82;4,99
gba_locus_70590_iso_1_len_783_ver_2;not hit found;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,75
gba_locus_70599_iso_1_len_523_ver_2;PF00583.17;2,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7059_iso_1_len_2743_ver_2;PF02824.14;4,61;4,26;4,44;4,51;4,41;3,82;3,90;4,78;5,21
gba_locus_705_iso_1_len_1330_ver_2;not hit found;4,71;5,99;5,95;3,47;4,72;4,98;5,12;3,93;4,45
gba_locus_70601_iso_1_len_2108_ver_2;PF02518.19;-0,15;0,00;0,00;0,00;0,00;0,00;0,00;0,85;2,95
gba_locus_70604_iso_1_len_398_ver_2;not hit found;0,00;0,00;0,70;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7060_iso_2_len_2983_ver_2;not hit found;2,50;-1,26;-0,53;-0,58;0,21;3,76;3,23;2,45;3,90
gba_locus_70610_iso_1_len_766_ver_2;PF00237.12;0,00;1,40;2,63;2,26;1,60;0,00;0,00;0,37;2,12
gba_locus_70614_iso_1_len_604_ver_2;PF04525.5;2,02;6,02;6,82;1,02;2,93;0,00;0,00;0,00;0,00
gba_locus_70615_iso_1_len_866_ver_2;not hit found;0,31;1,73;3,01;1,36;4,76;-0,21;0,00;0,80;1,07
gba_locus_70618_iso_1_len_400_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7061_iso_3_len_1401_ver_2;not hit found;6,40;3,16;2,83;6,46;5,11;4,92;3,98;2,52;1,35
gba_locus_70620_iso_1_len_613_ver_2;PF01704.11;0,00;4,99;0,00;-0,05;1,99;0,00;0,00;0,00;0,00
gba_locus_7062_iso_1_len_1787_ver_2;PF05633.4;4,08;5,51;4,98;2,77;4,43;4,80;4,73;4,52;3,31
gba_locus_70633_iso_1_len_682_ver_2;PF00153.20;1,92;0,93;1,41;1,14;0,77;0,00;0,00;0,85;0,62
gba_locus_70635_iso_1_len_297_ver_2;not hit found;0,00;0,00;1,30;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7063_iso_1_len_4267_ver_2;PF03547.11;3,62;5,25;5,22;3,83;4,19;3,49;3,56;3,89;3,69
gba_locus_70642_iso_1_len_372_ver_2;not hit found;0,00;0,00;1,16;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70646_iso_1_len_332_ver_2;not hit found;0,00;1,11;0,70;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70648_iso_1_len_284_ver_2;not hit found;0,00;1,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70649_iso_1_len_347_ver_2;PF00400.25;0,00;0,00;1,37;0,00;0,00;0,00;0,00;1,09;1,99
gba_locus_7064_iso_1_len_598_ver_2;PF01535.13;1,26;2,07;1,98;1,18;1,53;1,73;2,80;1,53;2,29
gba_locus_70650_iso_1_len_699_ver_2;not hit found;2,00;0,50;1,73;0,00;1,49;0,00;0,00;0,74;0,17
gba_locus_70654_iso_1_len_336_ver_2;not hit found;0,55;1,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7065_iso_2_len_1591_ver_2;PF00462.17;4,49;4,36;4,02;3,16;2,97;6,26;6,28;3,53;4,07
gba_locus_70662_iso_1_len_314_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,15
gba_locus_70664_iso_2_len_695_ver_2;not hit found;2,69;0,68;1,74;-0,27;2,21;0,00;0,00;1,64;0,00
gba_locus_70668_iso_1_len_305_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7066_iso_1_len_1345_ver_2;PF01596.10;2,47;1,04;0,92;-0,33;0,45;3,81;3,10;1,59;0,61
gba_locus_70670_iso_1_len_326_ver_2;not hit found;0,00;0,00;0,89;0,91;0,00;0,00;0,00;0,00;2,47
gba_locus_70672_iso_1_len_315_ver_2;not hit found;1,88;0,00;0,00;1,65;0,00;0,00;0,00;0,00;0,00
gba_locus_70677_iso_1_len_288_ver_2;not hit found;1,09;0,00;1,46;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70678_iso_1_len_682_ver_2;not hit found;-0,13;0,00;-0,13;0,00;0,00;0,00;0,00;2,41;0,79
gba_locus_70679_iso_1_len_332_ver_2;not hit found;7,10;7,54;8,25;6,83;8,16;0,00;0,00;8,62;4,47
gba_locus_7067_iso_1_len_637_ver_2;not hit found;0,51;0,00;0,00;0,00;0,00;5,02;2,32;0,00;0,00
gba_locus_70682_iso_1_len_377_ver_2;not hit found;0,00;2,31;1,42;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7068_iso_1_len_1055_ver_2;not hit found;5,33;5,70;6,33;4,99;5,82;4,10;5,18;3,67;1,67
gba_locus_70695_iso_1_len_1837_ver_2;not hit found;0,00;5,12;-0,42;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70696_iso_1_len_1784_ver_2;not hit found;4,73;0,00;3,21;-1,41;0,96;0,00;0,00;1,67;3,71
gba_locus_70698_iso_2_len_468_ver_2;not hit found;1,88;3,52;2,92;2,68;4,78;1,70;0,00;1,53;0,00
gba_locus_7069_iso_1_len_2731_ver_2;PF04873.6;4,47;4,23;4,61;4,96;4,92;3,32;3,57;4,62;3,54
gba_locus_706_iso_7_len_3602_ver_2;PF08263.5;4,49;5,74;5,74;4,75;5,40;4,70;4,46;4,65;3,83
gba_locus_7070_iso_1_len_2857_ver_2;PF04043.8;6,63;5,30;8,17;5,30;6,09;6,39;7,01;4,51;1,20
gba_locus_70711_iso_1_len_713_ver_2;not hit found;0,00;4,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70714_iso_1_len_385_ver_2;not hit found;2,59;0,00;0,88;0,65;2,20;0,00;0,00;0,00;0,00
gba_locus_70719_iso_1_len_286_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,14;0,00
gba_locus_7071_iso_4_len_2843_ver_2;PF10533.2;3,71;5,98;4,72;4,57;4,65;2,61;2,36;2,98;4,73
gba_locus_70733_iso_1_len_297_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,62
gba_locus_7073_iso_2_len_1848_ver_2;not hit found;7,07;6,19;5,78;7,58;6,07;4,72;4,50;6,55;7,51
gba_locus_70745_iso_1_len_1323_ver_2;not hit found;0,54;0,07;2,06;0,00;0,94;0,00;0,00;0,55;1,88
gba_locus_7074_iso_1_len_4027_ver_2;PF08263.5;2,57;2,70;3,53;0,89;2,39;2,37;2,91;4,49;1,23
gba_locus_70752_iso_1_len_594_ver_2;not hit found;-0,19;0,00;0,00;0,00;2,53;0,00;0,00;2,09;0,00
gba_locus_7075_iso_1_len_2487_ver_2;PF02214.15;3,63;4,14;3,99;5,99;5,21;3,65;3,51;5,16;4,79
gba_locus_7076_iso_1_len_973_ver_2;PF05498.4;7,13;6,75;6,63;8,06;6,94;4,79;4,45;7,06;5,40
gba_locus_70777_iso_1_len_363_ver_2;not hit found;0,00;1,76;1,30;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7077_iso_2_len_2513_ver_2;PF00999.14;3,45;3,83;4,07;2,70;3,79;3,69;4,07;3,13;3,81
gba_locus_70780_iso_1_len_386_ver_2;PF00069.18;0,00;0,00;0,00;1,41;4,48;0,00;0,00;1,24;0,00
gba_locus_7078_iso_2_len_1717_ver_2;PF04116.6;4,41;4,59;4,68;4,12;4,27;4,58;4,70;5,46;5,23
gba_locus_7079_iso_1_len_3775_ver_2;PF00806.12;3,60;4,13;4,07;3,30;3,89;3,79;4,10;4,66;3,89
gba_locus_707_iso_4_len_1011_ver_2;PF00468.10;5,05;4,71;4,94;4,50;4,73;4,13;4,02;4,82;4,28
gba_locus_70800_iso_1_len_394_ver_2;not hit found;0,00;1,08;1,58;0,00;0,00;0,00;0,00;2,06;0,00
gba_locus_7080_iso_1_len_3218_ver_2;PF08263.5;3,42;2,54;2,45;2,10;3,24;3,66;3,32;2,87;0,18
gba_locus_70816_iso_1_len_685_ver_2;not hit found;0,00;3,02;0,11;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7081_iso_1_len_2274_ver_2;PF00069.18;2,23;2,52;2,05;2,34;4,08;2,47;2,00;2,12;0,48
gba_locus_7082_iso_5_len_2016_ver_2;PF01490.11;5,32;6,47;6,26;5,45;6,09;4,19;3,84;4,19;2,21
gba_locus_70833_iso_1_len_360_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,42
gba_locus_70834_iso_1_len_729_ver_2;PF03171.13;0,82;2,05;1,67;0,25;0,00;0,00;0,00;0,00;0,00
gba_locus_70836_iso_1_len_291_ver_2;not hit found;0,00;0,00;1,65;0,00;2,31;0,00;0,00;0,00;0,00
gba_locus_7083_iso_4_len_771_ver_2;not hit found;8,72;7,92;7,68;8,70;7,71;6,98;6,57;8,19;8,45
gba_locus_70847_iso_1_len_334_ver_2;not hit found;1,39;1,35;2,69;0,00;0,00;0,00;0,00;1,03;0,00
gba_locus_7084_iso_1_len_2605_ver_2;PF03171.13;4,88;4,68;5,08;4,83;4,80;4,09;4,58;4,71;4,83
gba_locus_7085_iso_1_len_2724_ver_2;PF03081.8;3,47;3,54;4,01;3,17;3,60;2,15;2,59;4,22;1,57
gba_locus_70869_iso_1_len_434_ver_2;not hit found;1,88;0,00;1,69;1,04;0,00;0,00;0,00;0,00;0,00
gba_locus_7086_iso_5_len_5569_ver_2;PF12047.1;4,57;4,92;5,17;4,41;5,24;4,75;4,81;5,66;6,18
gba_locus_70873_iso_1_len_487_ver_2;PF12585.1;0,00;3,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70876_iso_1_len_717_ver_2;not hit found;0,00;4,72;0,92;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70878_iso_1_len_492_ver_2;not hit found;2,07;2,28;5,26;2,43;4,24;1,46;1,18;0,00;0,00
gba_locus_7087_iso_1_len_652_ver_2;not hit found;6,61;6,21;6,63;6,01;6,11;5,50;5,79;6,13;5,84
gba_locus_7088_iso_2_len_550_ver_2;not hit found;1,19;1,84;1,70;1,31;1,43;1,81;2,35;2,03;3,05
gba_locus_70899_iso_1_len_624_ver_2;PF06376.5;2,13;1,88;0,59;2,82;2,11;0,74;0,00;0,66;0,00
gba_locus_7089_iso_1_len_1116_ver_2;PF09350.3;3,02;2,74;2,80;1,40;2,26;3,07;3,23;2,02;2,41
gba_locus_708_iso_10_len_3206_ver_2;PF04515.5;4,66;4,85;4,62;4,79;5,43;2,22;2,80;5,54;6,81
gba_locus_70909_iso_1_len_562_ver_2;not hit found;0,00;3,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7090_iso_1_len_1992_ver_2;PF00743.12;4,35;4,52;4,03;3,86;4,36;3,72;3,61;3,49;6,23
gba_locus_70910_iso_1_len_374_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,76;0,00;0,00
gba_locus_70911_iso_1_len_377_ver_2;not hit found;0,78;0,00;3,26;0,00;3,27;0,00;0,00;0,00;0,00
gba_locus_70912_iso_1_len_342_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70917_iso_1_len_332_ver_2;not hit found;1,10;0,00;0,00;0,00;2,89;0,00;0,00;0,00;1,44
gba_locus_70918_iso_1_len_565_ver_2;not hit found;1,78;0,00;0,00;0,00;0,00;0,00;0,00;1,83;0,00
gba_locus_7091_iso_1_len_1703_ver_2;PF02338.12;3,51;3,82;3,88;3,50;3,81;4,42;4,68;3,79;2,86
gba_locus_70922_iso_1_len_2301_ver_2;PF12396.1;0,00;3,73;1,23;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70925_iso_1_len_705_ver_2;PF02780.13;0,00;4,39;-0,18;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7092_iso_3_len_2608_ver_2;PF05705.7;4,07;2,86;2,32;2,85;2,55;4,11;4,44;4,51;4,33
gba_locus_70934_iso_1_len_295_ver_2;not hit found;1,40;0,00;0,00;1,66;0,00;0,00;0,00;2,29;0,00
gba_locus_7093_iso_1_len_881_ver_2;not hit found;2,61;0,32;0,42;0,00;0,00;4,00;2,83;0,00;0,00
gba_locus_70946_iso_3_len_1093_ver_2;PF00389.23;0,00;4,43;2,30;0,09;0,90;0,00;0,00;0,00;0,00
gba_locus_70949_iso_1_len_644_ver_2;not hit found;0,00;3,60;2,75;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7094_iso_4_len_1010_ver_2;PF01535.13;1,11;2,20;2,50;2,14;2,77;2,40;3,12;2,93;2,46
gba_locus_70955_iso_1_len_1204_ver_2;PF00923.12;0,00;4,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70956_iso_1_len_782_ver_2;not hit found;-0,47;0,79;0,60;0,00;0,00;0,00;0,00;-0,43;0,58
gba_locus_7095_iso_6_len_1704_ver_2;not hit found;5,40;4,50;4,07;5,44;4,98;4,70;4,08;4,50;4,00
gba_locus_70964_iso_1_len_490_ver_2;not hit found;0,00;0,00;0,00;0,00;1,58;0,00;0,00;0,00;3,11
gba_locus_70967_iso_2_len_663_ver_2;PF00578.14;0,00;4,24;0,26;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70969_iso_4_len_706_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,61
gba_locus_7096_iso_1_len_2546_ver_2;not hit found;3,74;2,39;2,90;3,39;3,01;2,00;1,88;3,73;1,85
gba_locus_70973_iso_1_len_535_ver_2;not hit found;0,00;2,15;1,74;1,51;1,25;0,00;0,00;0,00;0,00
gba_locus_70975_iso_1_len_417_ver_2;not hit found;1,08;1,99;2,10;2,41;3,51;0,33;-0,42;1,12;-0,04
gba_locus_70977_iso_1_len_516_ver_2;PF08079.5;0,00;4,47;1,48;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_70978_iso_1_len_646_ver_2;PF00560.26;0,00;0,00;0,30;0,00;0,00;0,00;0,00;-0,14;0,00
gba_locus_70980_iso_1_len_543_ver_2;not hit found;2,12;0,00;0,00;0,00;0,00;0,00;0,00;1,66;0,00
gba_locus_70983_iso_1_len_915_ver_2;not hit found;0,48;0,00;1,83;0,52;2,18;0,00;0,00;1,69;0,00
gba_locus_7098_iso_1_len_4689_ver_2;PF00225.16;3,28;2,50;3,45;1,29;2,41;2,43;2,41;2,81;1,93
gba_locus_70991_iso_1_len_286_ver_2;not hit found;0,00;0,00;0,00;0,00;1,76;0,00;0,00;0,00;0,00
gba_locus_70996_iso_1_len_281_ver_2;PF00464.12;0,00;4,27;1,61;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7099_iso_7_len_3576_ver_2;PF03030.9;7,91;8,00;7,56;8,57;7,80;6,86;6,94;6,49;6,66
gba_locus_709_iso_5_len_3919_ver_2;not hit found;4,56;4,16;4,51;6,18;5,48;5,14;4,97;4,76;5,10
gba_locus_70_iso_2_len_637_ver_2;PF01597.12;7,57;4,77;6,22;2,77;4,22;9,78;9,62;4,13;2,90
gba_locus_71000_iso_1_len_509_ver_2;PF00890.17;0,00;3,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_71001_iso_1_len_1582_ver_2;PF00285.14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,28
gba_locus_71005_iso_1_len_863_ver_2;PF00238.12;0,00;4,72;0,81;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_71008_iso_1_len_356_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_71019_iso_1_len_577_ver_2;not hit found;0,00;1,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7101_iso_2_len_1254_ver_2;PF00254.21;6,54;5,39;6,26;5,61;5,87;5,08;5,36;5,91;4,80
gba_locus_71022_iso_1_len_319_ver_2;not hit found;1,37;1,72;0,00;0,00;4,33;1,56;0,94;1,64;0,00
gba_locus_71025_iso_1_len_836_ver_2;not hit found;3,08;2,49;3,22;1,41;2,27;2,75;2,44;2,45;2,55
gba_locus_71028_iso_1_len_471_ver_2;PF09649.3;0,00;3,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7102_iso_4_len_1521_ver_2;PF01214.11;5,74;6,56;5,95;5,58;5,13;4,24;3,81;5,69;6,47
gba_locus_71030_iso_1_len_695_ver_2;PF03764.11;0,00;4,52;1,29;0,00;0,00;0,00;0,00;0,00;0,76
gba_locus_71033_iso_1_len_412_ver_2;not hit found;3,21;0,00;0,00;0,00;3,06;0,00;0,00;0,00;0,00
gba_locus_71039_iso_1_len_389_ver_2;PF01751.15;0,61;0,00;2,24;0,00;1,85;0,00;2,37;0,00;0,00
gba_locus_7103_iso_6_len_2961_ver_2;not hit found;3,78;-0,15;4,36;-1,93;1,98;4,14;5,08;3,74;1,51
gba_locus_71043_iso_1_len_351_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7104_iso_1_len_528_ver_2;not hit found;0,00;0,00;0,13;0,00;0,00;2,72;1,48;0,00;0,00
gba_locus_71053_iso_1_len_377_ver_2;PF01599.12;0,00;3,34;3,54;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_71054_iso_1_len_538_ver_2;not hit found;0,00;0,48;0,00;0,00;0,89;0,52;0,19;0,91;1,79
gba_locus_71055_iso_2_len_776_ver_2;not hit found;0,00;4,32;1,03;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_71059_iso_2_len_673_ver_2;PF03947.11;0,00;4,83;1,32;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7105_iso_1_len_2838_ver_2;PF04675.7;4,14;3,98;3,32;3,27;3,51;4,15;3,42;4,52;5,15
gba_locus_7106_iso_5_len_2649_ver_2;PF07690.9;2,26;0,98;2,09;3,46;2,06;1,36;1,82;1,86;-0,75
gba_locus_7107_iso_2_len_3225_ver_2;not hit found;4,18;4,02;4,11;4,15;4,34;3,48;3,44;3,63;5,65
gba_locus_71086_iso_1_len_279_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;1,23;0,00;0,00
gba_locus_71089_iso_1_len_395_ver_2;PF00091.18;0,00;2,80;1,26;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7108_iso_1_len_649_ver_2;PF02365.8;0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_71094_iso_1_len_407_ver_2;not hit found;0,40;0,00;1,38;0,00;1,87;0,00;0,00;0,00;0,00
gba_locus_71097_iso_1_len_690_ver_2;not hit found;0,91;0,00;0,00;-0,26;0,00;0,00;0,00;0,00;1,13
gba_locus_71098_iso_1_len_627_ver_2;not hit found;1,31;0,00;1,97;0,00;1,78;0,00;0,00;2,23;0,00
gba_locus_7109_iso_2_len_1385_ver_2;not hit found;3,45;3,74;2,95;2,11;2,14;3,45;2,46;2,97;3,71
gba_locus_710_iso_1_len_3247_ver_2;PF12041.1;3,02;-0,87;1,42;-1,78;2,42;6,36;6,26;3,25;1,39
gba_locus_71101_iso_1_len_434_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,02
gba_locus_7110_iso_7_len_3054_ver_2;not hit found;2,54;2,88;2,62;0,49;3,16;4,39;4,43;2,75;5,20
gba_locus_71125_iso_1_len_380_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,06;1,11
gba_locus_7112_iso_1_len_1873_ver_2;PF12579.1;3,38;4,50;4,18;3,22;3,71;4,16;3,74;3,10;4,09
gba_locus_7113_iso_1_len_4750_ver_2;not hit found;2,51;-1,37;1,39;0,29;1,73;3,30;2,90;2,69;-0,41
gba_locus_71144_iso_1_len_471_ver_2;PF08570.3;0,00;4,03;1,82;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_71146_iso_1_len_1181_ver_2;not hit found;0,00;3,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_71148_iso_1_len_281_ver_2;PF00380.12;0,00;4,37;1,13;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_7114_iso_1_len_2886_ver_2;PF03514.7;4,75;5,91;4,72;7,12;6,77;5,52;4,05;5,33;3,68
gba_locus_71158_iso_1_len_523_ver_2;PF03188.9;0,93;0,00;0,40;2,02;3,34;0,00;0,00;0,00;0,00
gba_locus_7115_iso_1_len_3808_ver_2;PF00004.22;4,12;3,04;3,53;2,85;3,52;4,51;4,94;3,83;2,58
gba_locus_7116_iso_2_len_2797_ver_2;PF00069.18;5,15;5,87;5,63;5,83;5,63;3,95;4,04;4,77;4,86
gba_locus_71173_iso_1_len_1195_ver_2;PF04570.7;0,00;0,00;0,00;-0,70;0,23;0,00;0,00;0,00;4,19
gba_locus_7117_iso_1_len_5050_ver_2;not hit found;3,15;3,43;3,50;2,88;3,47;2,72;2,97;3,31;2,86
gba_locus_71183_iso_1_len_484_ver_2;not hit found;0,98;0,00;0,52;0,00;3,02;0,00;0,00;1,15;0,47
gba_locus_7118_iso_1_len_1244_ver_2;not hit found;5,62;0,80;0,37;-0,76;1,63;9,30;8,97;2,79;0,00
gba_locus_71196_iso_1_len_743_ver_2;not hit found;0,00;4,59;1,04;0,00;0,00;0,00;0,00;0,00;0,00
